url,recette,quantites,ingredients
http://www.marmiton.org/recettes/recette_mon-tiramisu-aux-framboises_70678.aspx,Mon tiramisu aux framboises,3, cuillère à soupe rase de sucre
http://www.marmiton.org/recettes/recette_mon-tiramisu-aux-framboises_70678.aspx,Mon tiramisu aux framboises,24, spéculoos
http://www.marmiton.org/recettes/recette_mon-tiramisu-aux-framboises_70678.aspx,Mon tiramisu aux framboises,10, cl de lait
http://www.marmiton.org/recettes/recette_mon-tiramisu-aux-framboises_70678.aspx,Mon tiramisu aux framboises,3, cuillère à soupe de cacao
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,3, mangue
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,30, cl de jus d'orange
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,,zeste de citron vert
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,20, cl de crème fleurette
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,,Extrait de vanille
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,4, feuille de gélatine
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,200, g de biscuit
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,100, g de sucre glace
http://www.marmiton.org/recettes/recette_charlotte-exotique_91561.aspx,charlotte exotique,2, cuillère à soupe de rhum
http://www.marmiton.org/recettes/recette_sorbet-a-l-abricot_22189.aspx,Sorbet à l'abricot,1, kg d'abricot
http://www.marmiton.org/recettes/recette_sorbet-a-l-abricot_22189.aspx,Sorbet à l'abricot,1, citron
http://www.marmiton.org/recettes/recette_sorbet-a-l-abricot_22189.aspx,Sorbet à l'abricot,100, g de sucre glace
http://www.marmiton.org/recettes/recette_sorbet-a-l-abricot_22189.aspx,Sorbet à l'abricot,2, cuillère à soupe de muscat
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,150, g de farine
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,50, g de maïzena
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,50, g d'amande
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,75, g de margarine
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,50, g de sucre
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,1, oeuf
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,2, cuillère à soupe de lait
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,1, cuillère à café d'arôme
http://www.marmiton.org/recettes/recette_petits-biscuits-legers-aux-amandes_166438.aspx,Petits biscuits légers aux amandes,1/2, sachet de levure
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,1, feuille de brick
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,1, pomme
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,1, poire
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,1, banane
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,,Fruits rouges
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,2, cuillère de confiture d'abricot
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,,Crème chantilly
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,,Beurre
http://www.marmiton.org/recettes/recette_bricks-aux-fruits_30238.aspx,Bricks aux fruits,,feuille de menthe
http://www.marmiton.org/recettes/recette_cerises-congelees_39119.aspx,Cerises congelées,500, g de cerise
http://www.marmiton.org/recettes/recette_cerises-congelees_39119.aspx,Cerises congelées,100, g de sucre en poudre
http://www.marmiton.org/recettes/recette_mon-feuillete-de-banane-facile_328169.aspx,Mon feuilleté de banane facile,1, rouleau de pâte feuilletée
http://www.marmiton.org/recettes/recette_mon-feuillete-de-banane-facile_328169.aspx,Mon feuilleté de banane facile,2, banane
http://www.marmiton.org/recettes/recette_mon-feuillete-de-banane-facile_328169.aspx,Mon feuilleté de banane facile,2, cuillère à café de crème fraîche
http://www.marmiton.org/recettes/recette_mon-feuillete-de-banane-facile_328169.aspx,Mon feuilleté de banane facile,2, cuillère à soupe de cassonade
http://www.marmiton.org/recettes/recette_mon-feuillete-de-banane-facile_328169.aspx,Mon feuilleté de banane facile,1, jaune d'oeuf
http://www.marmiton.org/recettes/recette_gateau-aux-pommes_19226.aspx,Gâteau aux pommes,3, oeuf
http://www.marmiton.org/recettes/recette_gateau-aux-pommes_19226.aspx,Gâteau aux pommes,125, g de beurre
http://www.marmiton.org/recettes/recette_gateau-aux-pommes_19226.aspx,Gâteau aux pommes,250, g de sucre fin
http://www.marmiton.org/recettes/recette_gateau-aux-pommes_19226.aspx,Gâteau aux pommes,1, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_gateau-aux-pommes_19226.aspx,Gâteau aux pommes,250, g de farine
http://www.marmiton.org/recettes/recette_gateau-aux-pommes_19226.aspx,Gâteau aux pommes,1, sachet de levure chimique
http://www.marmiton.org/recettes/recette_gateau-aux-pommes_19226.aspx,Gâteau aux pommes,1, tasse de lait
http://www.marmiton.org/recettes/recette_gateau-aux-pommes_19226.aspx,Gâteau aux pommes,3, pomme
http://www.marmiton.org/recettes/recette_galette-des-rois-aux-pommes-gourmandes_85453.aspx,Galette des rois aux pommes gourmandes,2, pâte feuilletée
http://www.marmiton.org/recettes/recette_galette-des-rois-aux-pommes-gourmandes_85453.aspx,Galette des rois aux pommes gourmandes,500, g de compote
http://www.marmiton.org/recettes/recette_galette-des-rois-aux-pommes-gourmandes_85453.aspx,Galette des rois aux pommes gourmandes,4, pomme
http://www.marmiton.org/recettes/recette_galette-des-rois-aux-pommes-gourmandes_85453.aspx,Galette des rois aux pommes gourmandes,1, cuillère à café d'eau
http://www.marmiton.org/recettes/recette_galette-des-rois-aux-pommes-gourmandes_85453.aspx,Galette des rois aux pommes gourmandes,15, g de beurre
http://www.marmiton.org/recettes/recette_gaufres-au-chocolat_12057.aspx,Gaufres au chocolat,250, g de beurre
http://www.marmiton.org/recettes/recette_gaufres-au-chocolat_12057.aspx,Gaufres au chocolat,55, g de cacao
http://www.marmiton.org/recettes/recette_gaufres-au-chocolat_12057.aspx,Gaufres au chocolat,300, g de sucre
http://www.marmiton.org/recettes/recette_gaufres-au-chocolat_12057.aspx,Gaufres au chocolat,4, oeuf
http://www.marmiton.org/recettes/recette_gaufres-au-chocolat_12057.aspx,Gaufres au chocolat,260, g de farine
http://www.marmiton.org/recettes/recette_gaufres-au-chocolat_12057.aspx,Gaufres au chocolat,2, cuillère de lait
http://www.marmiton.org/recettes/recette_gaufres-au-chocolat_12057.aspx,Gaufres au chocolat,2, cuillère d'extrait de vanille
http://www.marmiton.org/recettes/recette_tiramisu-aux-framboises-facile_10985.aspx,Tiramisu aux framboises facile,1, boîte de biscuits à la cuillère
http://www.marmiton.org/recettes/recette_tiramisu-aux-framboises-facile_10985.aspx,Tiramisu aux framboises facile,2, oeuf
http://www.marmiton.org/recettes/recette_tiramisu-aux-framboises-facile_10985.aspx,Tiramisu aux framboises facile,5, cuillère à soupe de sucre
http://www.marmiton.org/recettes/recette_tiramisu-aux-framboises-facile_10985.aspx,Tiramisu aux framboises facile,125, cl de lait
http://www.marmiton.org/recettes/recette_tiramisu-aux-framboises-facile_10985.aspx,Tiramisu aux framboises facile,250, g de mascarpone
http://www.marmiton.org/recettes/recette_tiramisu-aux-framboises-facile_10985.aspx,Tiramisu aux framboises facile,500, g de framboise
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-beurre-sale_37257.aspx,Fondant au chocolat au beurre salé,200, g de beurre demi-sel
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-beurre-sale_37257.aspx,Fondant au chocolat au beurre salé,200, g de chocolat
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-beurre-sale_37257.aspx,Fondant au chocolat au beurre salé,5, oeuf
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-beurre-sale_37257.aspx,Fondant au chocolat au beurre salé,1, cuillère à soupe de farine
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-beurre-sale_37257.aspx,Fondant au chocolat au beurre salé,250, g de sucre glace
http://www.marmiton.org/recettes/recette_bunet-italie_21591.aspx,Bunet (italie),4, oeuf
http://www.marmiton.org/recettes/recette_bunet-italie_21591.aspx,Bunet (italie),225, g de sucre
http://www.marmiton.org/recettes/recette_bunet-italie_21591.aspx,Bunet (italie),3, cuillère de cacao
http://www.marmiton.org/recettes/recette_bunet-italie_21591.aspx,Bunet (italie),125, g de crème liquide
http://www.marmiton.org/recettes/recette_bunet-italie_21591.aspx,Bunet (italie),400, g de lait
http://www.marmiton.org/recettes/recette_bunet-italie_21591.aspx,Bunet (italie),100, g de biscuit amaretti
http://www.marmiton.org/recettes/recette_crottes-de-licorne_326017.aspx,Crottes de licorne,150, g de beurre
http://www.marmiton.org/recettes/recette_crottes-de-licorne_326017.aspx,Crottes de licorne,100, g de sucre
http://www.marmiton.org/recettes/recette_crottes-de-licorne_326017.aspx,Crottes de licorne,2, oeuf
http://www.marmiton.org/recettes/recette_crottes-de-licorne_326017.aspx,Crottes de licorne,1, cuillère de thé
http://www.marmiton.org/recettes/recette_crottes-de-licorne_326017.aspx,Crottes de licorne,250, g de farine
http://www.marmiton.org/recettes/recette_crottes-de-licorne_326017.aspx,Crottes de licorne,1, cuillère de thé
http://www.marmiton.org/recettes/recette_crottes-de-licorne_326017.aspx,Crottes de licorne,1, cuillère de thé
http://www.marmiton.org/recettes/recette_crottes-de-licorne_326017.aspx,Crottes de licorne,,Colorant alimentaire
http://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges-pate-sablee-coco_312486.aspx,"Tarte aux fruits rouges, pâte sablée coco",100, g de beurre
http://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges-pate-sablee-coco_312486.aspx,"Tarte aux fruits rouges, pâte sablée coco",175, g de farine
http://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges-pate-sablee-coco_312486.aspx,"Tarte aux fruits rouges, pâte sablée coco",50, g de noix de coco rapée
http://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges-pate-sablee-coco_312486.aspx,"Tarte aux fruits rouges, pâte sablée coco",75, g de sucre
http://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges-pate-sablee-coco_312486.aspx,"Tarte aux fruits rouges, pâte sablée coco",2, jaune d'oeuf
http://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges-pate-sablee-coco_312486.aspx,"Tarte aux fruits rouges, pâte sablée coco",,goutte de vanille
http://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges-pate-sablee-coco_312486.aspx,"Tarte aux fruits rouges, pâte sablée coco",400, g de fruits rouges
http://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges-pate-sablee-coco_312486.aspx,"Tarte aux fruits rouges, pâte sablée coco",4, cuillère à soupe de gelée
http://www.marmiton.org/recettes/recette_cheese-cake-au-citron-palets-bretons-et-mascarpone_173816.aspx,Cheese cake au citron palets bretons et mascarpone,250, g de palets bretons
http://www.marmiton.org/recettes/recette_cheese-cake-au-citron-palets-bretons-et-mascarpone_173816.aspx,Cheese cake au citron palets bretons et mascarpone,500, g de mascarpone
http://www.marmiton.org/recettes/recette_cheese-cake-au-citron-palets-bretons-et-mascarpone_173816.aspx,Cheese cake au citron palets bretons et mascarpone,250, g de fromage blanc
http://www.marmiton.org/recettes/recette_cheese-cake-au-citron-palets-bretons-et-mascarpone_173816.aspx,Cheese cake au citron palets bretons et mascarpone,3, oeuf
http://www.marmiton.org/recettes/recette_cheese-cake-au-citron-palets-bretons-et-mascarpone_173816.aspx,Cheese cake au citron palets bretons et mascarpone,150, g de sucre en poudre
http://www.marmiton.org/recettes/recette_cheese-cake-au-citron-palets-bretons-et-mascarpone_173816.aspx,Cheese cake au citron palets bretons et mascarpone,2, citron
http://www.marmiton.org/recettes/recette_cheese-cake-au-citron-palets-bretons-et-mascarpone_173816.aspx,Cheese cake au citron palets bretons et mascarpone,20, g de farine
http://www.marmiton.org/recettes/recette_cheese-cake-au-citron-palets-bretons-et-mascarpone_173816.aspx,Cheese cake au citron palets bretons et mascarpone,100, g de beurre
http://www.marmiton.org/recettes/recette_dessert-qui-epate-en-moins-de-2_50026.aspx,Dessert qui épate en moins de 2,2, pomme
http://www.marmiton.org/recettes/recette_dessert-qui-epate-en-moins-de-2_50026.aspx,Dessert qui épate en moins de 2,1, bonne poignée de céréale
http://www.marmiton.org/recettes/recette_dessert-qui-epate-en-moins-de-2_50026.aspx,Dessert qui épate en moins de 2,8, bonne cuillère à soupe de fromage blanc
http://www.marmiton.org/recettes/recette_dessert-qui-epate-en-moins-de-2_50026.aspx,Dessert qui épate en moins de 2,1, sucre
http://www.marmiton.org/recettes/recette_dessert-qui-epate-en-moins-de-2_50026.aspx,Dessert qui épate en moins de 2,1, cuillère à café de cannelle
http://www.marmiton.org/recettes/recette_dessert-qui-epate-en-moins-de-2_50026.aspx,Dessert qui épate en moins de 2,1, cuillère à soupe de cassonade
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,250, g de farine
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,15, g de levure
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,50, g de sucre
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,10, cl de lait
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,1, oeuf
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,50, g de beurre
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,1/2, cuillère à café de cannelle
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,1/2, cuillère à café de muscade
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,1/2, cuillère à café de sel
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,60, g de raisins secs
http://www.marmiton.org/recettes/recette_gateau-typique-irlandais-pour-halloween-le-barm-brack_63863.aspx,Gâteau typique Irlandais pour Halloween : le BARM BRACK,60, g de fruit confit
http://www.marmiton.org/recettes/recette_far-breton-inratable_15811.aspx,Far breton inratable,1, l de lait
http://www.marmiton.org/recettes/recette_far-breton-inratable_15811.aspx,Far breton inratable,4, oeuf
http://www.marmiton.org/recettes/recette_far-breton-inratable_15811.aspx,Far breton inratable,200, g de farine
http://www.marmiton.org/recettes/recette_far-breton-inratable_15811.aspx,Far breton inratable,150, g de sucre
http://www.marmiton.org/recettes/recette_far-breton-inratable_15811.aspx,Far breton inratable,1, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_far-breton-inratable_15811.aspx,Far breton inratable,1, sachet de pruneau
http://www.marmiton.org/recettes/recette_financiers-aux-mures_345607.aspx,Financiers aux mûres,1, oeuf
http://www.marmiton.org/recettes/recette_financiers-aux-mures_345607.aspx,Financiers aux mûres,50, g de sucre
http://www.marmiton.org/recettes/recette_financiers-aux-mures_345607.aspx,Financiers aux mûres,50, g de farine
http://www.marmiton.org/recettes/recette_financiers-aux-mures_345607.aspx,Financiers aux mûres,3, cuillère à café d'arôme
http://www.marmiton.org/recettes/recette_financiers-aux-mures_345607.aspx,Financiers aux mûres,12, g de beurre doux
http://www.marmiton.org/recettes/recette_financiers-aux-mures_345607.aspx,Financiers aux mûres,12, mûre
http://www.marmiton.org/recettes/recette_financiers-aux-mures_345607.aspx,Financiers aux mûres,1, pincée de levure
http://www.marmiton.org/recettes/recette_vrai-faux-saucisson-au-chocolat_17025.aspx,Vrai faux saucisson au chocolat,180, g de chocolat noir
http://www.marmiton.org/recettes/recette_vrai-faux-saucisson-au-chocolat_17025.aspx,Vrai faux saucisson au chocolat,100, g de beurre
http://www.marmiton.org/recettes/recette_vrai-faux-saucisson-au-chocolat_17025.aspx,Vrai faux saucisson au chocolat,100, g de sucre glace
http://www.marmiton.org/recettes/recette_vrai-faux-saucisson-au-chocolat_17025.aspx,Vrai faux saucisson au chocolat,1, oeuf
http://www.marmiton.org/recettes/recette_vrai-faux-saucisson-au-chocolat_17025.aspx,Vrai faux saucisson au chocolat,8, chamallow
http://www.marmiton.org/recettes/recette_vrai-faux-saucisson-au-chocolat_17025.aspx,Vrai faux saucisson au chocolat,150, g de petit beurre
http://www.marmiton.org/recettes/recette_vrai-faux-saucisson-au-chocolat_17025.aspx,Vrai faux saucisson au chocolat,,Noix de coco rapée
http://www.marmiton.org/recettes/recette_riz-au-lait-a-la-chicoree_254517.aspx,Riz au lait à la chicorée,160, g de riz rond
http://www.marmiton.org/recettes/recette_riz-au-lait-a-la-chicoree_254517.aspx,Riz au lait à la chicorée,50, cl de lait
http://www.marmiton.org/recettes/recette_riz-au-lait-a-la-chicoree_254517.aspx,Riz au lait à la chicorée,50, cl d'eau
http://www.marmiton.org/recettes/recette_riz-au-lait-a-la-chicoree_254517.aspx,Riz au lait à la chicorée,3, cuillère à soupe de sucre
http://www.marmiton.org/recettes/recette_riz-au-lait-a-la-chicoree_254517.aspx,Riz au lait à la chicorée,1, pincée d'agar-agar
http://www.marmiton.org/recettes/recette_riz-au-lait-a-la-chicoree_254517.aspx,Riz au lait à la chicorée,1, cuillère à café de chicorée
http://www.marmiton.org/recettes/recette_riz-au-lait-a-la-chicoree_254517.aspx,Riz au lait à la chicorée,1, pincée de sel
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,50, cl d'eau
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,2, orange
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,2, banane
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,2, pomme
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,1, melon
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,1, barquette de fraise
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,3, kiwi
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,1, zeste de citron
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,1, pamplemousse
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,1, ananas
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,2, abricot
http://www.marmiton.org/recettes/recette_soupe-sucree-aux-fruits_81172.aspx,Soupe sucrée aux fruits,100, g de sucre
http://www.marmiton.org/recettes/recette_flan-aux-pommes-caramelise-sans-farine_228117.aspx,Flan aux pommes caramélisé sans farine,8, pomme
http://www.marmiton.org/recettes/recette_flan-aux-pommes-caramelise-sans-farine_228117.aspx,Flan aux pommes caramélisé sans farine,3, oeuf
http://www.marmiton.org/recettes/recette_flan-aux-pommes-caramelise-sans-farine_228117.aspx,Flan aux pommes caramélisé sans farine,1, gousse de vanille
http://www.marmiton.org/recettes/recette_flan-aux-pommes-caramelise-sans-farine_228117.aspx,Flan aux pommes caramélisé sans farine,50, g de cassonade
http://www.marmiton.org/recettes/recette_flan-aux-pommes-caramelise-sans-farine_228117.aspx,Flan aux pommes caramélisé sans farine,50, g de beurre
http://www.marmiton.org/recettes/recette_flan-aux-pommes-caramelise-sans-farine_228117.aspx,Flan aux pommes caramélisé sans farine,100, g de sucre
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",160, g de blanc d'oeuf
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",80, g de sucre glace
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",130, g de poudre de noisette
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",40, g de sucre semoule
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",20, g de farine
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",30, g de noisette
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",400, g de crème liquide
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",110, g de jaune d'oeuf
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",125, g de chocolat noir
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",50, g de sucre en poudre
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",2, feuille de gélatine
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",40, g de jaune d'oeuf
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",300, g de crème liquide
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",150, g de lait entier
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",20, g de sucre
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",150, g de pralinoise
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",2, feuille de gélatine
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",40, g de jaune d'oeuf
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",300, g de crème liquide
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",150, g de lait entier
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",30, g de sucre
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",60, g de pâte
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",2, feuille de gélatine
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",25, cl d'eau
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",220, g de sucre en poudre
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",2, cuillère à soupe d'amaretto
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",20, g de vermicelles
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",200, g de chocolat au lait
http://www.marmiton.org/recettes/recette_bavarois-praline-pistache-coeur-de-mousse-au-chocolat_43030.aspx,"Bavarois praliné pistache, coeur de mousse au chocolat",50, g de chocolat blanc
http://www.marmiton.org/recettes/recette_american-chocolate-cake-micro-onde_40183.aspx,American chocolate cake (micro-onde),80, g de beurre doux
http://www.marmiton.org/recettes/recette_american-chocolate-cake-micro-onde_40183.aspx,American chocolate cake (micro-onde),150, g de chocolat
http://www.marmiton.org/recettes/recette_american-chocolate-cake-micro-onde_40183.aspx,American chocolate cake (micro-onde),3, oeuf
http://www.marmiton.org/recettes/recette_american-chocolate-cake-micro-onde_40183.aspx,American chocolate cake (micro-onde),100, g de sucre
http://www.marmiton.org/recettes/recette_american-chocolate-cake-micro-onde_40183.aspx,American chocolate cake (micro-onde),60, g de farine
http://www.marmiton.org/recettes/recette_american-chocolate-cake-micro-onde_40183.aspx,American chocolate cake (micro-onde),1, cuillère à soupe de levure
http://www.marmiton.org/recettes/recette_american-chocolate-cake-micro-onde_40183.aspx,American chocolate cake (micro-onde),10, cl de lait
http://www.marmiton.org/recettes/recette_american-chocolate-cake-micro-onde_40183.aspx,American chocolate cake (micro-onde),50, g d'amande
http://www.marmiton.org/recettes/recette_pops-cakes-rainbow_327063.aspx,Pops cakes rainbow,110, g de farine
